sequence_id,active_region,t_obs_end,frame_0,frame_1,frame_2,frame_3,target_window_start,target_window_end,binary_target_MX_24_48h,multiclass_target,log10_peak_flux
SEQ_AR-12511_201603080807,AR-12511,2016-03-08T08:07:59+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T002_20160304153843.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T003_20160304165843.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T000_20160308010759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T001_20160308080759.fits,2016-03-09T08:07:59+00:00,2016-03-10T08:07:59+00:00,0,0,-6.0051
SEQ_AR-12511_201603081137,AR-12511,2016-03-08T11:37:59+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T003_20160304165843.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T000_20160308010759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T001_20160308080759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T002_20160308113759.fits,2016-03-09T11:37:59+00:00,2016-03-10T11:37:59+00:00,0,0,-6.0051
SEQ_AR-12511_201603081257,AR-12511,2016-03-08T12:57:59+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T000_20160308010759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T001_20160308080759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T002_20160308113759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T003_20160308125759.fits,2016-03-09T12:57:59+00:00,2016-03-10T12:57:59+00:00,0,0,-6.0051
SEQ_AR-12511_201603091416,AR-12511,2016-03-09T14:16:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T001_20160308080759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T002_20160308113759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T003_20160308125759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T000_20160309141601.fits,2016-03-10T14:16:01+00:00,2016-03-11T14:16:01+00:00,0,0,-6.3979
SEQ_AR-12511_201603092116,AR-12511,2016-03-09T21:16:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T002_20160308113759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T003_20160308125759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T000_20160309141601.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T001_20160309211601.fits,2016-03-10T21:16:01+00:00,2016-03-11T21:16:01+00:00,0,0,-6.3979
SEQ_AR-12511_201603100046,AR-12511,2016-03-10T00:46:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T003_20160308125759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T000_20160309141601.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T001_20160309211601.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T002_20160310004601.fits,2016-03-11T00:46:01+00:00,2016-03-12T00:46:01+00:00,0,0,-6.3979
SEQ_AR-12511_201603100206,AR-12511,2016-03-10T02:06:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T000_20160309141601.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T001_20160309211601.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T002_20160310004601.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12511_T003_20160310020601.fits,2016-03-11T02:06:01+00:00,2016-03-12T02:06:01+00:00,0,0,-6.3979
SEQ_AR-12524_201603220344,AR-12524,2016-03-22T03:44:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12524_T000_20160321155401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12524_T001_20160321225401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12524_T002_20160322022401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12524_T003_20160322034401.fits,2016-03-23T03:44:01+00:00,2016-03-24T03:44:01+00:00,0,1,-5.888
SEQ_AR-12526_201603251150,AR-12526,2016-03-25T11:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T000_20160325000000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T001_20160325070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T002_20160325103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T003_20160325115000.fits,2016-03-26T11:50:00+00:00,2016-03-27T11:50:00+00:00,0,0,-6.1165
SEQ_AR-12526_201603301541,AR-12526,2016-03-30T15:41:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T001_20160325070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T002_20160325103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T003_20160325115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T000_20160330154101.fits,2016-03-31T15:41:01+00:00,2016-04-01T15:41:01+00:00,0,0,-6.9294
SEQ_AR-12526_201603302241,AR-12526,2016-03-30T22:41:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T002_20160325103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T003_20160325115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T000_20160330154101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T001_20160330224101.fits,2016-03-31T22:41:01+00:00,2016-04-01T22:41:01+00:00,0,0,-6.9294
SEQ_AR-12526_201603310211,AR-12526,2016-03-31T02:11:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T003_20160325115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T000_20160330154101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T001_20160330224101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T002_20160331021101.fits,2016-04-01T02:11:01+00:00,2016-04-02T02:11:01+00:00,0,0,-6.9294
SEQ_AR-12526_201603310331,AR-12526,2016-03-31T03:31:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T000_20160330154101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T001_20160330224101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T002_20160331021101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12526_T003_20160331033101.fits,2016-04-01T03:31:01+00:00,2016-04-02T03:31:01+00:00,0,0,-6.9294
SEQ_AR-12535_201604270115,AR-12535,2016-04-27T01:15:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12535_T000_20160426132501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12535_T001_20160426202501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12535_T002_20160426235501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12535_T003_20160427011501.fits,2016-04-28T01:15:01+00:00,2016-04-29T01:15:01+00:00,0,0,-6.0209
SEQ_AR-12536_201605011225,AR-12536,2016-05-01T12:25:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12536_T000_20160501003500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12536_T001_20160501073500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12536_T002_20160501110500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12536_T003_20160501122500.fits,2016-05-02T12:25:00+00:00,2016-05-03T12:25:00+00:00,0,0,-8.0
SEQ_AR-12539_201605042204,AR-12539,2016-05-04T22:04:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12539_T000_20160504101401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12539_T001_20160504171401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12539_T002_20160504204401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12539_T003_20160504220401.fits,2016-05-05T22:04:01+00:00,2016-05-06T22:04:01+00:00,0,0,-6.3166
SEQ_AR-12544_201605160732,AR-12544,2016-05-16T07:32:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12544_T000_20160515194201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12544_T001_20160516024201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12544_T002_20160516061201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12544_T003_20160516073201.fits,2016-05-17T07:32:01+00:00,2016-05-18T07:32:01+00:00,0,0,-6.1441
SEQ_AR-12545_201605150038,AR-12545,2016-05-15T00:38:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T000_20160514164201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T000_20160514173801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T001_20160514234201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T001_20160515003801.fits,2016-05-16T00:38:01+00:00,2016-05-17T00:38:01+00:00,0,0,-6.1513
SEQ_AR-12545_201605150312,AR-12545,2016-05-15T03:12:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T000_20160514173801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T001_20160514234201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T001_20160515003801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T002_20160515031201.fits,2016-05-16T03:12:01+00:00,2016-05-17T03:12:01+00:00,0,0,-6.1513
SEQ_AR-12545_201605150408,AR-12545,2016-05-15T04:08:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T001_20160514234201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T001_20160515003801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T002_20160515031201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T002_20160515040801.fits,2016-05-16T04:08:01+00:00,2016-05-17T04:08:01+00:00,0,0,-6.1513
SEQ_AR-12545_201605150432,AR-12545,2016-05-15T04:32:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T001_20160515003801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T002_20160515031201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T002_20160515040801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T003_20160515043201.fits,2016-05-16T04:32:01+00:00,2016-05-17T04:32:01+00:00,0,0,-6.1513
SEQ_AR-12545_201605150528,AR-12545,2016-05-15T05:28:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T002_20160515031201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T002_20160515040801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T003_20160515043201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12545_T003_20160515052801.fits,2016-05-16T05:28:01+00:00,2016-05-17T05:28:01+00:00,0,0,-6.1513
SEQ_AR-12546_201605191213,AR-12546,2016-05-19T12:13:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12546_T000_20160519002301.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12546_T001_20160519072301.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12546_T002_20160519105301.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12546_T003_20160519121301.fits,2016-05-20T12:13:01+00:00,2016-05-21T12:13:01+00:00,0,0,-6.286
SEQ_AR-12551_201606021609,AR-12551,2016-06-02T16:09:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12551_T000_20160602041900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12551_T001_20160602111900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12551_T002_20160602144900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12551_T003_20160602160900.fits,2016-06-03T16:09:00+00:00,2016-06-04T16:09:00+00:00,0,0,-8.0
SEQ_AR-12553_201606181712,AR-12553,2016-06-18T17:12:47+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12553_T000_20160618052247.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12553_T001_20160618122247.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12553_T002_20160618155247.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12553_T003_20160618171247.fits,2016-06-19T17:12:47+00:00,2016-06-20T17:12:47+00:00,0,0,-8.0
SEQ_AR-12565_201607181143,AR-12565,2016-07-18T11:43:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12565_T000_20160717235301.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12565_T001_20160718065301.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12565_T002_20160718102301.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12565_T003_20160718114301.fits,2016-07-19T11:43:01+00:00,2016-07-20T11:43:01+00:00,0,1,-5.587
SEQ_AR-12567_201607190307,AR-12567,2016-07-19T03:07:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12567_T000_20160718151701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12567_T001_20160718221701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12567_T002_20160719014701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12567_T003_20160719030701.fits,2016-07-20T03:07:01+00:00,2016-07-21T03:07:01+00:00,0,1,-5.3062
SEQ_AR-12570_201607300931,AR-12570,2016-07-30T09:31:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12570_T000_20160729214100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12570_T001_20160730044100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12570_T002_20160730081100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12570_T003_20160730093100.fits,2016-07-31T09:31:00+00:00,2016-08-01T09:31:00+00:00,0,0,-8.0
SEQ_AR-12571_201608071438,AR-12571,2016-08-07T14:38:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12571_T000_20160807024800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12571_T001_20160807094800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12571_T002_20160807131800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12571_T003_20160807143800.fits,2016-08-08T14:38:00+00:00,2016-08-09T14:38:00+00:00,0,1,-5.1812
SEQ_AR-12574_201608152350,AR-12574,2016-08-15T23:50:29+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12574_T000_20160815120029.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12574_T001_20160815190029.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12574_T002_20160815223029.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12574_T003_20160815235029.fits,2016-08-16T23:50:29+00:00,2016-08-17T23:50:29+00:00,0,0,-8.0
SEQ_AR-12576_201608160951,AR-12576,2016-08-16T09:51:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12576_T000_20160815220101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12576_T001_20160816050101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12576_T002_20160816083101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12576_T003_20160816095101.fits,2016-08-17T09:51:01+00:00,2016-08-18T09:51:01+00:00,0,0,-6.3854
SEQ_AR-12580_201608260505,AR-12580,2016-08-26T05:05:21+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12580_T000_20160825171521.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12580_T001_20160826001521.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12580_T002_20160826034521.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12580_T003_20160826050521.fits,2016-08-27T05:05:21+00:00,2016-08-28T05:05:21+00:00,0,0,-8.0
SEQ_AR-12585_201609082017,AR-12585,2016-09-08T20:17:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12585_T000_20160908082701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12585_T001_20160908152701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12585_T002_20160908185701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12585_T003_20160908201701.fits,2016-09-09T20:17:01+00:00,2016-09-10T20:17:01+00:00,0,0,-6.3612
SEQ_AR-12596_201609232211,AR-12596,2016-09-23T22:11:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12596_T000_20160923102100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12596_T001_20160923172100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12596_T002_20160923205100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-12596_T003_20160923221100.fits,2016-09-24T22:11:00+00:00,2016-09-25T22:11:00+00:00,0,0,-8.0
